process_name,upload_kbps,download_kbps
EpicGamesLauncher.exe,358815.30615234375,276481.6767578125
EpicWebHelper.exe,9616.68359375,3823.1484375
NVIDIA App.exe,877.62890625,1069.841796875
QtWebEngineProcess.exe,48.095703125,0.0
svchost.exe,4.0234375,13714.0625
LeagueClient.exe,264.50927734375,0.1953125
LeagueClientUx.exe,690.88427734375,1241.1220703125
LeagueClientUxRender.exe,3191.44140625,1971.443359375
RiotClientServices.exe,26237.7509765625,20452.923828125
svchost.exe,8.0,0.0
Discord.exe,1.69140625,1.53515625
MsMpEng.exe,124.7265625,0.0
SlicerApp-real.exe,0.0,475.822265625
EpicGamesLauncher.exe,83010.9736328125,18749.2958984375
EpicWebHelper.exe,1978.27587890625,-891.2919921875
opera.exe,0.625,0.21875
LeagueClient.exe,223.12353515625,0.0
LeagueClientUx.exe,611.42431640625,1327.27099609375
LeagueClientUxRender.exe,3613.486328125,2159.6796875
RiotClientServices.exe,9.8818359375,25.400390625
Discord.exe,0.1640625,0.21875
MsMpEng.exe,112.65625,0.0
SlicerApp-real.exe,19.00537109375,370.0078125
EpicGamesLauncher.exe,35468.0966796875,1979.64453125
EpicWebHelper.exe,9624.7529296875,1221.798828125
svchost.exe,0.0,4.8046875
NVIDIA App.exe,24.59375,22.875
opera.exe,182.470703125,2272.43359375
svchost.exe,4.0234375,13714.0625
LeagueClient.exe,231.6728515625,0.0
LeagueClientUx.exe,596.23291015625,4169.1103515625
LeagueClientUxRender.exe,2811.884765625,15818.7646484375
RiotClientServices.exe,0.0,21.9140625
Discord.exe,0.24853515625,0.21875
MsMpEng.exe,209.21875,0.0
EpicGamesLauncher.exe,180333.9951171875,3323.529296875
msedgewebview2.exe,0.328125,0.328125
EpicWebHelper.exe,2467.07080078125,834.32568359375
OUTLOOK.EXE,12.0,0.0
opera.exe,1.21875,0.5625
LeagueClient.exe,16.4306640625,3852.32421875
LeagueClientUx.exe,3.484375,19.82373046875
LeagueClientUxRender.exe,189.9375,63.609375
RiotClientServices.exe,0.0,18.92578125
Discord.exe,6.8203125,0.109375
MsMpEng.exe,76.4453125,0.0
SlicerApp-real.exe,0.0,671.9853515625
EpicGamesLauncher.exe,20271.41845703125,3526.81787109375
steam.exe,4.19921875,0.0244140625
EpicWebHelper.exe,2632.58984375,9947.220703125
NVIDIA App.exe,2.3154296875,0.0
OUTLOOK.EXE,12.0,0.0
opera.exe,33.8828125,19.0625
QtWebEngineProcess.exe,257.619140625,0.0
steamwebhelper.exe,99.1640625,0.0
svchost.exe,4.0234375,13714.0625
LeagueClient.exe,27.80859375,1970.6435546875
LeagueClientUx.exe,13.01904296875,27.458984375
LeagueClientUxRender.exe,394.1484375,157.03125
RiotClientServices.exe,0.0,18.92578125
stremio.exe,8.064453125,0.0546875
Discord.exe,0.109375,0.109375
MsMpEng.exe,24.140625,0.0
SlicerApp-real.exe,0.0,1150.82666015625
EpicGamesLauncher.exe,179020.66015625,4443.89453125
EpicWebHelper.exe,710.59765625,177.046875
NVIDIA App.exe,16.2080078125,0.0
opera.exe,24.1953125,0.65625
svchost.exe,2.01171875,6.0
LeagueClient.exe,17.4111328125,209.220703125
LeagueClientUx.exe,14.046875,29.2470703125
LeagueClientUxRender.exe,138.65625,60.46875
RiotClientServices.exe,0.0,18.92578125
Discord.exe,0.1640625,0.1640625
Discord.exe,6.82958984375,0.1640625
MsMpEng.exe,16.09375,0.0
SlicerApp-real.exe,0.0,900.4091796875
EpicGamesLauncher.exe,2855.37890625,914.9765625
EpicWebHelper.exe,456.333984375,175.140625
opera.exe,51.40625,28.1484375
svchost.exe,4.0234375,13714.0625
LeagueClient.exe,16.734375,209.220703125
LeagueClientUx.exe,70.5703125,29.294921875
LeagueClientUxRender.exe,163.3125,73.6875
RiotClientServices.exe,0.0,18.92578125
msedgewebview2.exe,0.0546875,0.109375
Discord.exe,6.837890625,0.21875
MsMpEng.exe,279.62890625,0.0
Code.exe,0.109375,0.4296875
SlicerApp-real.exe,0.0,1243.69384765625
ms-teams.exe,0.63671875,0.0
EpicGamesLauncher.exe,2304.6640625,27.5
EpicWebHelper.exe,21.66015625,8.421875
NVIDIA App.exe,3.34765625,0.0
OUTLOOK.EXE,12.0,146.3232421875
opera.exe,126.6875,44.4609375
svchost.exe,2.01171875,256.0
LeagueClient.exe,6.3984375,69.740234375
LeagueClientUx.exe,4.109375,14.501953125
LeagueClientUxRender.exe,83.1328125,33.3515625
RiotClientServices.exe,0.0,18.92578125
Discord.exe,14.09130859375,0.65625
SlicerApp-real.exe,0.0,864.40771484375
EpicWebHelper.exe,20.875,9.0234375
opera.exe,163.5,56.9296875
